index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition,halide_result,halide_time
2674,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),(+ (max v0 0) (min 2 (- 2 v1))),true,(+ (max v0 0) (min 2 (- 2 v1))),-1,67,118807,24936,5.005956518,Time Limit : 5.000251105,,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),16.0
2675,( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( / ( / ( + ( + v0 v1 ) 30 ) 32 ) 2 ) ),(max (/ (+ v0 (+ v1 62)) 64) (/ (/ (+ v0 (+ v1 30)) 32) 2)),true,(max (/ (+ v0 (+ v1 62)) 64) (/ (/ (+ v0 (+ v1 30)) 32) 2)),-1,10,178,32,0.0032417980000000006,Saturation,,( / ( + ( + v0 v1 ) 62 ) 64 ),10.0
2676,( min ( * v0 64 ) ( - v1 64 ) ),(min (* v0 64) (- v1 64)),true,(min (* v0 64) (- v1 64)),-1,91,118693,13161,5.064120368,Time Limit : 5.055239168,,( min ( * v0 64 ) ( - v1 64 ) ),5.0
2677,( min v0 ( + ( + ( * 0 8 ) 0 ) v0 ) ),v0,true,v0,-1,70,82202,38010,5.062281673,Time Limit : 5.057734783,,v0,2.0
2678,( min ( max ( / ( + ( - v0 v1 ) 7 ) 8 ) 0 ) ( / ( + v2 7 ) 8 ) ),(min (max (/ (+ 7 (- v0 v1)) 8) 0) (/ (+ 7 v2) 8)),true,(min (max (/ (+ 7 (- v0 v1)) 8) 0) (/ (+ 7 v2) 8)),-1,9,112,23,0.002031142,Saturation,,( min ( max ( / ( + ( - v0 v1 ) 7 ) 8 ) 0 ) ( / ( + v2 7 ) 8 ) ),17.0
2679,( + ( + ( * v0 8 ) v1 ) 0 ),(+ v1 (* v0 8)),true,(+ v1 (* v0 8)),-1,5,14,1,0.000289811,Saturation,,( + ( * v0 8 ) v1 ),4.0
2680,( - ( * ( + v0 5 ) v1 ) v2 ),(- (* (+ v0 5) v1) v2),true,(- (* (+ v0 5) v1) v2),-1,19,140,39,0.003919257000000001,Saturation,,( - ( * ( + v0 5 ) v1 ) v2 ),5.0
2681,( min ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * 0 8 ) ) 2 ) ( / ( - ( + v0 v1 ) 26 ) 4 ) ),(/ (min v1 (min (+ (+ v0 v1) -8) (+ (+ v0 v1) -26))) 4),true,(/ (min v1 (min (+ (+ v0 v1) -8) (+ (+ v0 v1) -26))) 4),-1,85,95277,17949,5.006742523000003,Time Limit : 5.001672824,,( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ),12.0
2682,( - v0 2 ),(+ v0 -2),true,(+ v0 -2),-1,3,7,0,0.00014963599999999997,Saturation,,( - v0 2 ),3.0
2683,( min ( - ( * v0 2 ) 1 ) ( + ( * v0 2 ) 1 ) ),(+ (+ v0 v0) -1),true,(+ (+ v0 v0) -1),-1,47,32925,5864,5.676444262,Time Limit : 5.673919209,,( - ( * v0 2 ) 1 ),21.0
2684,( + ( - v0 v1 ) ( / ( + v2 1 ) 2 ) ),(+ (- v0 v1) (/ (+ v2 1) 2)),true,(+ (- v0 v1) (/ (+ v2 1) 2)),-1,11,150,46,0.002671827,Saturation,,( + ( / ( + v2 1 ) 2 ) ( - v0 v1 ) ),8.0
2685,( max ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ) 2 ) 2 ) ( + ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) 1 ) ),"(max (+ 2 (* (max (min v2 (+ 7 (+ v2 (""%"" (- v3 v2) 8)))) (min v0 (+ (""%"" (- v1 v0) 8) (+ v0 7)))) 2)) (+ 1 (* 2 (min v0 (+ (""%"" (- v1 v0) 8) (+ v0 7))))))",true,"(max (+ 2 (* (max (min v2 (+ 7 (+ v2 (""%"" (- v3 v2) 8)))) (min v0 (+ (""%"" (- v1 v0) 8) (+ v0 7)))) 2)) (+ 1 (* 2 (min v0 (+ (""%"" (- v1 v0) 8) (+ v0 7))))))",-1,53,86156,4756,5.014877940999999,Time Limit : 5.011091733,,( + ( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ) 2 ) 1 ) ) 1 ),19.0
2686,( * ( - ( * ( + v0 v1 ) 2 ) v2 ) v3 ),(* (- (* (+ v0 v1) 2) v2) v3),true,(* (- (* (+ v0 v1) 2) v2) v3),-1,19,401,135,0.013918471000000002,Saturation,,( * ( - ( * ( + v0 v1 ) 2 ) v2 ) v3 ),5.0
2687,( max ( / ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 2 ) ( / ( + ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 1 ) 2 ) ),(/ (min (+ (* 8 (/ (+ (max v0 8) -1) 8)) (+ (min v0 8) v1)) (+ v0 v1)) 2),true,(/ (min (+ (* 8 (/ (+ (max v0 8) -1) 8)) (+ (min v0 8) v1)) (+ v0 v1)) 2),-1,47,69946,8889,5.036834068999999,Time Limit : 5.030126404,,( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ),30.0
2688,( + ( - ( + 64 0 ) 1 ) v0 ),(+ 63 v0),true,(+ 63 v0),-1,2,7,0,0.00011143700000000001,Saturation,,( + v0 63 ),2.0
2689,( min ( max ( - ( min ( + v0 v1 ) 1 ) 1 ) v1 ) ( max ( min ( - ( + v0 v1 ) 1 ) 1 ) v1 ) ),(max v1 (+ -1 (min (+ v0 v1) 1))),true,(max v1 (+ -1 (min (+ v0 v1) 1))),-1,70,60579,8416,5.008795124000001,Time Limit : 5.005445596,,( max ( - ( min ( + v0 v1 ) 1 ) 1 ) v1 ),12.0
2690,( min ( - ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 4 ) ( - ( / ( + v0 v1 ) 2 ) 7 ) ),(+ (/ (+ v0 v1) 2) -7),true,(+ (/ (+ v0 v1) 2) -7),-1,80,76118,8338,5.005440349,Time Limit : 5.002002649,,( - ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 7 ),36.0
2691,( max ( / ( + v0 1 ) 2 ) v1 ),(max (/ (+ 1 v0) 2) v1),true,(max (/ (+ 1 v0) 2) v1),-1,10,58,11,0.0014819859999999998,Saturation,,( max ( / ( + v0 1 ) 2 ) v1 ),7.0
2692,( max ( + ( * v0 2 ) 2 ) ( - ( * v0 2 ) 1 ) ),(+ 2 (+ v0 v0)),true,(+ 2 (+ v0 v0)),-1,61,52977,12611,6.119323337000001,Time Limit : 6.115133389,,( + ( * v0 2 ) 2 ),22.0
2693,( + v0 ( * ( + v0 1 ) v1 ) ),(+ v0 (* (+ v0 1) v1)),true,(+ v0 (* (+ v0 1) v1)),-1,10,43,2,0.0010370529999999998,Saturation,,( + ( * ( + v0 1 ) v1 ) v0 ),2.0
2694,( - ( / ( + ( + v0 v1 ) 14 ) 8 ) ( / v1 8 ) ),"(/ (+ v0 (+ 14 (""%"" v1 8))) 8)",true,"(/ (+ v0 (+ 14 (""%"" v1 8))) 8)",-1,121,43398,10120,5.302834793,Time Limit : 5.30095784,,( - ( / ( + ( + v0 v1 ) 14 ) 8 ) ( / v1 8 ) ),6.0
2695,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) ),"(min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7))",true,"(min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7))",-1,61,71258,5889,5.006226109999999,Time Limit : 5.003077255,,( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),10.0
2696,( / ( - ( + ( min v0 386 ) v1 ) 386 ) 64 ),(/ (+ (- v1 386) (min v0 386)) 64),true,(/ (+ (- v1 386) (min v0 386)) 64),-1,112,94253,12448,5.006453152,Time Limit : 5.000642758,,( / ( - ( + ( min v0 386 ) v1 ) 386 ) 64 ),5.0
2697,( max ( + ( + ( * ( - ( + 16 0 ) 1 ) 16 ) ( - ( + 16 0 ) 1 ) ) v0 ) ( + 7 ( + v0 248 ) ) ),(+ 255 v0),true,(+ 255 v0),-1,62,110009,4600,5.007470095999999,Time Limit : 5.00073632,,( + v0 255 ),4.0
2698,( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ),(+ (/ (+ v0 v1) 2) (/ (+ v1 (min v0 8)) -2)),true,(+ (/ (+ v0 v1) 2) (/ (+ v1 (min v0 8)) -2)),-1,90,109362,23808,5.006425803999999,Time Limit : 5.001230875,,( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ),14.0
2699,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 1 ) ( + ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) 2 ) ),"(max (+ 1 (* 2 (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)))) (+ 2 (* 2 (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)))))",true,"(max (+ 1 (* 2 (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)))) (+ 2 (* 2 (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)))))",-1,61,269322,16872,5.055800714999999,Time Limit : 5.03277806,,( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ),19.0
2700,( <= 0 v0 ),(<= 0 v0),true,(<= 0 v0),-1,81,117063,6518,5.005985632000001,Time Limit : 5.000294769,,( <= 0 v0 ),8.0
2701,( + ( + ( * v0 8 ) v1 ) v2 ),(+ v1 (+ (* v0 8) v2)),true,(+ v1 (+ (* v0 8) v2)),-1,4,18,0,0.000230108,Saturation,,( + ( + ( * v0 8 ) v1 ) v2 ),3.0
2702,( max ( - ( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ) 2 ) 3 ) ) 1 ) ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) ),(max (* (min v0 (+ (+ v1 (* 8 (/ (- v0 v1) 8))) 7)) 2) (+ (+ (* 2 (max (min v0 (+ (+ v1 (* 8 (/ (- v0 v1) 8))) 7)) (min v2 (+ 7 (+ v3 (* 8 (/ (- v2 v3) 8))))))) 3) -1)),true,(max (* (min v0 (+ (+ v1 (* 8 (/ (- v0 v1) 8))) 7)) 2) (+ (+ (* 2 (max (min v0 (+ (+ v1 (* 8 (/ (- v0 v1) 8))) 7)) (min v2 (+ 7 (+ v3 (* 8 (/ (- v2 v3) 8))))))) 3) -1)),-1,43,41047,1592,5.017660037000001,Time Limit : 5.012590571,,( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ) 2 ) 2 ),38.0
2703,( min ( + ( * 0 32 ) v0 ) ( - v1 31 ) ),(min v0 (- v1 31)),true,(min v0 (- v1 31)),-1,104,238797,16287,5.057898271000001,Time Limit : 5.030131482,,( min ( - v1 31 ) v0 ),5.0
2704,( - ( - v0 1 ) 1 ),(+ v0 -2),true,(+ v0 -2),-1,5,12,0,0.000243319,Saturation,,( - v0 2 ),7.0
2705,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 32 ),(/ (+ (- v1 98) (min v0 98)) 32),true,(/ (+ (- v1 98) (min v0 98)) 32),-1,112,94253,12448,5.008632684999999,Time Limit : 5.002800789,,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 32 ),26.0
2706,( / ( - ( min ( - v0 32 ) ( - ( + v1 v2 ) 1 ) ) v3 ) 32 ),(/ (- (+ -32 (min v0 (+ (+ v1 v2) 31))) v3) 32),true,(/ (- (+ -32 (min v0 (+ (+ v1 v2) 31))) v3) 32),-1,124,69058,7202,5.003150588999998,Time Limit : 5.000128918,,( - ( / ( - ( min ( + ( + v1 v2 ) 31 ) v0 ) v3 ) 32 ) 1 ),32.0
2707,( + ( - ( + ( min v0 64 ) v1 ) 64 ) 63 ),(+ v1 (min 63 (+ v0 -1))),true,(+ v1 (min 63 (+ v0 -1))),-1,94,84513,10339,5.005912284000001,Time Limit : 5.002360571,,( - ( + ( min v0 64 ) v1 ) 1 ),9.0
2708,( - v0 98 ),(+ v0 -98),true,(+ v0 -98),-1,3,7,0,0.000148896,Saturation,,( - v0 98 ),2.0
2709,( min ( + ( * 0 128 ) v0 ) ( - v1 127 ) ),(min v0 (- v1 127)),true,(min v0 (- v1 127)),-1,104,238797,16287,5.053929055,Time Limit : 5.025219635,,( min ( - v1 127 ) v0 ),7.0
2710,( / ( - ( + ( min v0 64 ) v1 ) 64 ) 16 ),(+ (/ (+ v1 (min v0 64)) 16) -4),true,(+ (/ (+ v1 (min v0 64)) 16) -4),-1,111,96554,14979,5.004494876000001,Time Limit : 5.000144427,,( - ( / ( + ( min v0 64 ) v1 ) 16 ) 4 ),5.0
2711,( - ( * ( + v0 v1 ) ( + v2 1 ) ) v3 ),(- (* (+ v0 v1) (+ v2 1)) v3),true,(- (* (+ v0 v1) (+ v2 1)) v3),-1,18,683,252,0.030974394,Saturation,,( - ( * ( + v0 v1 ) ( + v2 1 ) ) v3 ),4.0
2712,( / ( / v0 4 ) 2 ),(/ (/ v0 4) 2),true,(/ (/ v0 4) 2),-1,1,5,0,0.000061274,Saturation,,( / v0 8 ),3.0
2713,( - ( * ( + v0 v1 ) v2 ) v3 ),(- (* (+ v0 v1) v2) v3),true,(- (* (+ v0 v1) v2) v3),-1,5,28,0,0.000308877,Saturation,,( - ( * ( + v1 v0 ) v2 ) v3 ),6.0
2714,( - ( * ( % v0 4 ) v1 ) v2 ),"(- (* (""%"" v0 4) v1) v2)",true,"(- (* (""%"" v0 4) v1) v2)",-1,3,13,0,0.00016391799999999998,Saturation,,( - ( * ( % v0 4 ) v1 ) v2 ),16.0
2715,( && ( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v2 v3 ) ) ) ( && ( != v0 v1 ) ( == v4 v5 ) ) ) ( && ( != v0 v1 ) ( == v0 v1 ) ) ) 1 ) 1 ),0,true,0,-1,61,48978,162767,5.0491455740000015,Time Limit : 5.019815095,,0,53.0
2716,( min ( / v0 2 ) ( / ( + v0 1 ) 2 ) ),(/ v0 2),true,(/ v0 2),-1,38,26945,9484,5.007888334,Time Limit : 5.006646421,,( / v0 2 ),8.0
2717,( / ( - v0 18 ) 8 ),(/ (- v0 18) 8),true,(/ (- v0 18) 8),-1,3,9,0,0.000155887,Saturation,,( / ( - v0 18 ) 8 ),2.0
2718,( + ( - v0 v1 ) ( * ( + v2 v3 ) ( + v4 1 ) ) ),(+ (- v0 v1) (* (+ v2 v3) (+ v4 1))),true,(+ (- v0 v1) (* (+ v2 v3) (+ v4 1))),-1,20,1106,317,0.043219117,Saturation,,( + ( * ( + v3 v2 ) ( + v4 1 ) ) ( - v0 v1 ) ),5.0
2719,( && ( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v2 v3 ) ) ) ( && ( != v0 v1 ) ( == v0 v1 ) ) ) ( && ( != v0 v1 ) ( == v4 v5 ) ) ) 1 ) 1 ),0,true,0,-1,60,100446,309919,4.885717284999999,Node Limit: 1224210,,0,29.0
2720,( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ),v0,true,v0,-1,64,30291,6209,5.012736137999999,Time Limit : 5.011285484,,( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),26.0
2721,( max v0 ( / ( + v1 1 ) 2 ) ),(max v0 (/ (+ 1 v1) 2)),true,(max v0 (/ (+ 1 v1) 2)),-1,10,58,11,0.001478701,Saturation,,( max ( / ( + v1 1 ) 2 ) v0 ),7.0
2722,( + ( - v0 v1 ) ( / ( + v2 1 ) 2 ) ),(+ (- v0 v1) (/ (+ v2 1) 2)),true,(+ (- v0 v1) (/ (+ v2 1) 2)),-1,11,150,46,0.002477575,Saturation,,( + ( / ( + v2 1 ) 2 ) ( - v0 v1 ) ),7.0
2723,( + v0 1 ),(+ v0 1),true,(+ v0 1),-1,2,4,0,0.000098851,Saturation,,( + v0 1 ),13.0
2724,( / ( - ( + v0 v1 ) 256 ) 8 ),(+ (/ (+ v0 v1) 8) -32),true,(+ (/ (+ v0 v1) 8) -32),-1,5,24,0,0.000284954,Saturation,,( - ( / ( + v0 v1 ) 8 ) 32 ),2.0
2725,( / ( - ( - ( + v0 v1 ) 8 ) v2 ) 8 ),(/ (- (+ v0 (+ v1 -8)) v2) 8),true,(/ (- (+ v0 (+ v1 -8)) v2) 8),-1,7,64,0,0.0005849620000000001,Saturation,,( - ( / ( - ( + v0 v1 ) v2 ) 8 ) 1 ),20.0
2726,( + ( - v0 v1 ) ( / v2 2 ) ),(+ (- v0 v1) (/ v2 2)),true,(+ (- v0 v1) (/ v2 2)),-1,11,112,46,0.002139099,Saturation,,( + ( / v2 2 ) ( - v0 v1 ) ),3.0
2727,( min ( / v0 2 ) v1 ),(min (/ v0 2) v1),true,(min (/ v0 2) v1),-1,2,6,0,0.000106565,Saturation,,( min ( / v0 2 ) v1 ),5.0
2728,( + ( - ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + ( max ( * v2 2 ) ( + ( min ( / ( - ( + v3 v4 ) 98 ) 16 ) ( + ( / ( - ( + ( min v3 8 ) v4 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v3 v4 ) 14 ) 16 ) ( / ( - ( + ( min v3 8 ) v4 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( min ( min ( min ( / ( - ( + ( min v3 98 ) v4 ) 98 ) 16 ) ( - ( * v5 2 ) 1 ) ) ( - v0 7 ) ) v1 ) ) 1 ),"(+ 1 (- (max (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)) (+ 2 (max (* 2 v2) (+ 5 (min (/ (+ (+ v3 v4) -98) 16) (+ (""%"" (+ (/ (+ (min 8 v3) (+ v4 -8)) 16) (/ (+ (+ v3 v4) 14) -16)) 8) (/ (+ (+ v3 v4) 14) 16))))))) (min v1 (min (/ (min v4 (+ (+ v3 v4) -98)) 16) (min (+ (* 2 v5) -1) (+ v0 -7))))))",true,"(+ 1 (- (max (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)) (+ 2 (max (* 2 v2) (+ 5 (min (/ (+ (+ v3 v4) -98) 16) (+ (""%"" (+ (/ (+ (min 8 v3) (+ v4 -8)) 16) (/ (+ (+ v3 v4) 14) -16)) 8) (/ (+ (+ v3 v4) 14) 16))))))) (min v1 (min (/ (min v4 (+ (+ v3 v4) -98)) 16) (min (+ (* 2 v5) -1) (+ v0 -7))))))",-1,92,91605,12693,5.004283312000001,Time Limit : 5.00000031,,( + ( - ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + ( max ( * v2 2 ) ( + ( min ( / ( - ( + v3 v4 ) 98 ) 16 ) ( + ( / ( - ( + ( min v3 8 ) v4 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v3 v4 ) 14 ) 16 ) ( / ( - ( + ( min v3 8 ) v4 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( min ( min ( min ( / ( - ( + ( min v3 98 ) v4 ) 98 ) 16 ) ( - ( * v5 2 ) 1 ) ) ( - v0 7 ) ) v1 ) ) 1 ),25.0
2729,( min ( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ) ( * ( + 0 ( min ( - v0 7 ) v1 ) ) 2 ) ),(- (* (min (- v0 7) v1) 2) 1),true,(- (* (min (- v0 7) v1) 2) 1),-1,34,37214,4215,14.977362494000001,Time Limit : 14.974148492,,( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ),9.0
2730,( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * v2 2 ) 2 ) ),(max (/ (+ (+ v0 v1) 2) 4) (- 2 (* -2 v2))),true,(max (/ (+ (+ v0 v1) 2) 4) (- 2 (* -2 v2))),-1,114,47684,23743,5.004707831999999,Time Limit : 5.002290731,,( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * v2 2 ) 2 ) ),8.0
2731,( min ( + ( / v0 4 ) ( * 8 8 ) ) ( / ( + v0 230 ) 4 ) ),(/ (+ v0 230) 4),true,(/ (+ v0 230) 4),-1,69,53841,9172,5.002805818999999,Time Limit : 5.00011385,,( / ( + v0 230 ) 4 ),7.0
2732,( + ( + v0 1 ) 0 ),(+ 1 v0),true,(+ 1 v0),-1,5,9,0,0.000250868,Saturation,,( + v0 1 ),5.0
2733,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + ( max ( min ( / ( - ( + v2 v3 ) 386 ) 64 ) ( + ( / v3 64 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 62 ) 64 ) ( / v3 64 ) ) 8 ) 8 ) ) ) ( + ( * ( min ( / ( - ( + v2 v3 ) 770 ) 128 ) ( + ( / v3 128 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 126 ) 128 ) ( / v3 128 ) ) 8 ) 8 ) ) ) 2 ) 9 ) ) 7 ) ),(max v0 (+ 7 (max (/ (min (+ (+ v2 v3) -386) (+ v3 (* (/ (+ (/ (+ (+ v2 v3) 62) 64) (/ v3 -64)) 8) 512))) 64) (+ 9 (* (/ (min (+ v2 (+ v3 -770)) (+ v3 (* (/ (+ (/ (+ v2 (+ v3 126)) 128) (/ v3 -128)) 8) 1024))) 128) 2))))),true,(max v0 (+ 7 (max (/ (min (+ (+ v2 v3) -386) (+ v3 (* (/ (+ (/ (+ (+ v2 v3) 62) 64) (/ v3 -64)) 8) 512))) 64) (+ 9 (* (/ (min (+ v2 (+ v3 -770)) (+ v3 (* (/ (+ (/ (+ v2 (+ v3 126)) 128) (/ v3 -128)) 8) 1024))) 128) 2))))),-1,93,81790,18917,5.003670818000001,Time Limit : 5.000147078,,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + ( max ( min ( / ( - ( + v2 v3 ) 386 ) 64 ) ( + ( / v3 64 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 62 ) 64 ) ( / v3 64 ) ) 8 ) 8 ) ) ) ( + ( * ( min ( / ( - ( + v2 v3 ) 770 ) 128 ) ( + ( / v3 128 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 126 ) 128 ) ( / v3 128 ) ) 8 ) 8 ) ) ) 2 ) 9 ) ) 7 ) ),18.0
2734,( && ( <= ( - v0 6 ) v1 ) ( <= ( + ( / ( - v0 v1 ) 8 ) 1 ) ( max ( / ( + ( - v0 v1 ) 1 ) 8 ) 0 ) ) ),-9,true,-9,-1,29,18,28186,3.240627761,Saturation,,( && ( <= ( - v0 6 ) v1 ) ( <= ( + ( / ( - v0 v1 ) 8 ) 1 ) ( max ( / ( + ( - v0 v1 ) 1 ) 8 ) 0 ) ) ),30.0
2735,( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ),(+ (+ 7 v1) (min (* 8 (/ (- (max v0 8) 1) 8)) (+ v0 -8))),true,(+ (+ 7 v1) (min (* 8 (/ (- (max v0 8) 1) 8)) (+ v0 -8))),-1,108,39565,20937,5.024817758999999,Time Limit : 5.021537736,,( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 1 ),7.0
2736,( + ( - ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 7 ) ) ( / ( + ( min v0 256 ) v1 ) 8 ) ) 33 ),(+ (- (/ (+ v1 (+ v0 6)) 8) (/ (+ v1 (min v0 256)) 8)) 33),true,(+ (- (/ (+ v1 (+ v0 6)) 8) (/ (+ v1 (min v0 256)) 8)) 33),-1,50,67707,6515,5.004642114,Time Limit : 5.001199007,,( + ( - ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 7 ) ) ( / ( + ( min v0 256 ) v1 ) 8 ) ) 33 ),14.0
2737,( - ( * ( - v0 v1 ) v2 ) v3 ),(- (* (- v0 v1) v2) v3),true,(- (* (- v0 v1) v2) v3),-1,17,148,32,0.0038379539999999998,Saturation,,( - ( * ( - v0 v1 ) v2 ) v3 ),5.0
2738,( min ( - ( * v0 2 ) 1 ) ( * ( + 0 v0 ) 2 ) ),(- (+ v0 v0) 1),true,(- (+ v0 v0) 1),-1,47,39790,4451,5.297789871,Time Limit : 5.293564469,,( - ( * v0 2 ) 1 ),5.0
2739,( + ( + ( + ( * v0 2 ) v1 ) 2 ) 0 ),(+ 2 (+ (* v0 2) v1)),true,(+ 2 (+ (* v0 2) v1)),-1,6,30,4,0.007899324999999999,Saturation,,( + ( + ( * v0 2 ) v1 ) 2 ),4.0
